,GENDER,STRATUM,CR_S11,CC_S11,ENG_S11,CR_PRO,CC_PRO,ENG_PRO,COL_GRADE_AVG_org,HI_GRADE_AVG_org,GENDER_bin,COL_GRADE_AVG,HI_GRADE_AVG
236,F,Stratum 4,70,59,71,91,100,85,92.0,66.66666666666667,1,1.2733096999107498,0.5631259865195071
237,F,Stratum 4,55,53,54,67,69,44,60.0,54.0,1,-0.12985817867580585,-0.7170631229233819
238,F,Stratum 4,64,74,80,83,86,89,86.0,72.66666666666667,1,1.0102157226757706,1.169531354150349
239,M,Stratum 5,70,66,85,85,98,89,90.66666666666667,73.66666666666667,0,1.2148443716363104,1.270598915422156
240,F,Stratum 2,52,59,54,70,89,68,75.66666666666667,55.0,1,0.5571094285488623,-0.615995561651575
241,M,Stratum 4,62,72,62,81,36,64,60.333333333333336,65.33333333333333,0,-0.11524184660719577,0.42836923815709677
242,M,Stratum 3,64,57,68,45,87,89,73.66666666666667,63.0,0,0.46941143613720254,0.19254492852288094
243,M,Stratum 4,76,69,76,86,85,90,87.0,73.66666666666667,0,1.0540647188816006,1.270598915422156
244,F,Stratum 3,52,57,52,55,54,63,57.333333333333336,53.666666666666664,1,-0.2467888352246854,-0.7507523100139845
245,M,Stratum 4,87,82,82,96,92,95,94.33333333333333,83.66666666666667,0,1.3756240243910194,2.2812745281402256
246,F,Stratum 5,62,64,73,91,86,83,86.66666666666667,66.33333333333333,1,1.039448386812991,0.5294367994289038
247,F,Stratum 3,58,58,53,63,8,73,48.0,56.333333333333336,1,-0.6560461331457642,-0.4812388132891654
248,F,Stratum 3,56,59,64,56,10,72,46.0,59.666666666666664,1,-0.743744125557424,-0.14434694238314258
249,F,Stratum 3,62,53,54,89,65,68,74.0,56.333333333333336,1,0.48402776820581234,-0.4812388132891654
250,F,Stratum 4,60,60,60,35,25,61,40.333333333333336,60.0,1,-0.9922217707237931,-0.11065775529254003
251,F,Stratum 4,62,60,78,43,64,85,64.0,66.66666666666667,1,0.04553780614751363,0.5631259865195071
252,M,Stratum 4,64,61,71,84,24,63,57.0,65.33333333333333,0,-0.26140516729329544,0.42836923815709677
253,F,Stratum 4,68,66,64,49,19,86,51.333333333333336,66.0,1,-0.5098828124596646,0.4957476123383019
254,F,Stratum 4,79,66,62,95,35,93,74.33333333333333,69.0,1,0.4986441002744221,0.7989502961537228
255,M,Stratum 4,49,53,54,27,17,41,28.333333333333332,52.0,0,-1.5184097251937516,-0.9191982454669959
256,M,Stratum 4,64,65,64,68,75,73,72.0,64.33333333333333,0,0.3963297757941526,0.32730167688528977
257,M,Stratum 4,77,64,85,50,57,99,68.66666666666667,75.33333333333333,0,0.25016645510805324,1.4390448508751665
258,M,Stratum 4,85,72,90,99,100,100,99.66666666666667,82.33333333333333,0,1.6094853374887792,2.1465177797778154
259,M,Stratum 6,79,76,76,96,94,95,95.0,77.0,0,1.4048566885282396,1.6074907863281787
260,M,Stratum 4,70,64,82,95,90,96,93.66666666666667,72.0,0,1.3463913602538,1.1021529799691439
261,M,Stratum 1,49,53,54,53,44,58,51.666666666666664,52.0,0,-0.49526648039105486,-0.9191982454669959
262,F,Stratum 4,56,51,48,53,78,41,57.333333333333336,51.666666666666664,1,-0.2467888352246854,-0.9528874325575984
263,F,Stratum 4,62,71,65,94,91,80,88.33333333333333,66.0,1,1.1125300471560402,0.4957476123383019
264,F,Stratum 3,74,66,70,88,86,83,85.66666666666667,70.0,1,0.995599390607161,0.9000178574255299
265,F,Stratum 4,69,59,62,78,52,87,72.33333333333333,63.333333333333336,1,0.4109461078627623,0.2262341156134835
266,F,Stratum 3,70,64,80,84,71,92,82.33333333333333,71.33333333333333,1,0.849436069921061,1.0347746057879386
267,F,Stratum 4,59,59,52,51,20,44,38.333333333333336,56.666666666666664,1,-1.079919763135453,-0.44754962619856353
268,F,Stratum 3,55,45,62,39,63,82,61.333333333333336,54.0,1,-0.0713928504013659,-0.7170631229233819
269,M,Stratum 3,67,66,62,68,72,96,78.66666666666667,65.0,0,0.688656417166352,0.3946800510664949
270,M,Stratum 1,59,52,46,4,21,17,14.0,52.333333333333336,0,-2.1469120041439798,-0.8855090583763934
271,F,Stratum 2,70,55,55,37,89,69,65.0,60.0,1,0.0893868023533435,-0.11065775529254003
272,M,Stratum 6,70,71,90,100,74,98,90.66666666666667,77.0,0,1.2148443716363104,1.6074907863281787
273,F,Stratum 4,67,68,75,74,11,90,58.333333333333336,70.0,1,-0.2029398390188555,0.9000178574255299
274,M,Stratum 3,54,53,78,99,13,91,67.66666666666667,61.666666666666664,0,0.20631745890222336,0.05778818016047138
275,M,Stratum 4,64,68,73,67,91,96,84.66666666666667,68.33333333333333,0,0.9517503944013311,0.7315719219725177
276,F,Stratum 2,57,52,53,57,78,58,64.33333333333333,54.0,1,0.06015413821612338,-0.7170631229233819
277,M,Stratum 5,74,76,70,92,46,80,72.66666666666667,73.33333333333333,0,0.4255624399313727,1.2369097283315527
278,M,Stratum 4,64,68,75,51,47,84,60.666666666666664,69.0,0,-0.10062551453858604,0.7989502961537228
279,M,Stratum 2,41,44,54,36,39,30,35.0,46.333333333333336,0,-1.2260830838215526,-1.4919144260072352
280,M,Stratum 4,46,50,50,62,67,78,69.0,48.666666666666664,0,0.264782787176663,-1.2560901163730194
281,M,Stratum 1,48,52,40,82,62,33,59.0,46.666666666666664,0,-0.1737071748816357,-1.4582252389166335
282,M,Stratum 4,57,64,67,23,35,71,43.0,62.666666666666664,0,-0.8752911141749136,0.15885574143227837
283,M,Stratum 4,68,100,78,89,80,100,89.66666666666667,82.0,0,1.1709953754304805,2.1128285926872135
284,F,Stratum 3,48,48,49,19,12,39,23.333333333333332,48.333333333333336,1,-1.7376547062229009,-1.2897793034636214
285,F,Stratum 4,58,51,48,29,78,49,52.0,52.333333333333336,1,-0.4806501483224448,-0.8855090583763934
286,M,Stratum 1,52,57,42,31,53,46,43.333333333333336,50.333333333333336,0,-0.8606747821063035,-1.0876441809200073
287,F,Stratum 3,45,44,62,32,3,53,29.333333333333332,50.333333333333336,1,-1.4745607289879217,-1.0876441809200073
288,M,Stratum 3,58,55,70,57,18,77,50.666666666666664,61.0,0,-0.5391154765968847,-0.009590194020733038
289,M,Stratum 2,49,43,54,53,57,71,60.333333333333336,48.666666666666664,0,-0.11524184660719577,-1.2560901163730194
290,F,Stratum 2,77,69,43,77,96,68,80.33333333333333,63.0,1,0.7617380775094013,0.19254492852288094
291,F,Stratum 2,59,66,49,46,60,50,52.0,58.0,1,-0.4806501483224448,-0.312792877836154
292,F,Stratum 2,56,57,52,57,71,59,62.333333333333336,55.0,1,-0.027543854195536045,-0.615995561651575
293,M,Stratum 3,56,55,52,45,67,51,54.333333333333336,54.333333333333336,0,-0.378335823842175,-0.6833739358327794
294,M,Stratum 1,55,64,54,38,5,57,33.333333333333336,57.666666666666664,0,-1.2991647441646021,-0.34648206492675654
295,F,Stratum 2,46,53,50,18,29,32,26.333333333333332,49.666666666666664,1,-1.6061077176054113,-1.1550225551012125
296,F,Stratum 2,74,71,75,93,88,75,85.33333333333333,73.33333333333333,1,0.9809830585385506,1.2369097283315527
297,M,Stratum 3,62,58,60,88,31,86,68.33333333333333,60.0,0,0.23555012303944284,-0.11065775529254003
298,F,Stratum 1,55,66,43,48,78,5,43.666666666666664,54.666666666666664,1,-0.8460584500376938,-0.6496847487421775
299,M,Stratum 3,70,66,55,86,93,72,83.66666666666667,63.666666666666664,0,0.9079013981955012,0.25992330270408537
300,M,Stratum 2,67,69,50,74,88,57,73.0,62.0,0,0.44017877199998245,0.09147736725107394
301,M,Stratum 3,50,55,57,82,64,85,77.0,54.0,0,0.6155747568233019,-0.7170631229233819
302,M,Stratum 2,77,71,55,100,97,34,77.0,67.66666666666667,0,0.6155747568233019,0.664193547791314
303,F,Stratum 4,74,71,49,56,78,80,71.33333333333333,64.66666666666667,1,0.36709711165693243,0.36099086397589303
304,M,Stratum 3,51,56,54,38,11,55,34.666666666666664,53.666666666666664,0,-1.2406994158901625,-0.7507523100139845
305,F,Stratum 2,54,53,50,75,19,36,43.333333333333336,52.333333333333336,1,-0.8606747821063035,-0.8855090583763934
306,F,Stratum 3,52,53,58,10,61,58,43.0,54.333333333333336,1,-0.8752911141749136,-0.6833739358327794
307,M,Stratum 2,60,59,50,92,91,40,74.33333333333333,56.333333333333336,0,0.4986441002744221,-0.4812388132891654
308,M,Stratum 1,67,74,42,61,2,1,21.333333333333332,61.0,0,-1.8253526986345607,-0.009590194020733038
309,M,Stratum 1,51,50,45,32,54,54,46.666666666666664,48.666666666666664,0,-0.7145114614202042,-1.2560901163730194
310,F,Stratum 1,68,66,58,88,97,77,87.33333333333333,64.0,1,1.0686810509502103,0.2936124897946879
311,M,Stratum 5,62,64,62,22,60,65,49.0,62.666666666666664,0,-0.6121971369399344,0.15885574143227837
312,F,Stratum 4,64,61,64,3,37,66,35.333333333333336,63.0,1,-1.2114667517529425,0.19254492852288094
313,M,Stratum 4,62,58,58,30,21,22,24.333333333333332,59.333333333333336,0,-1.693805710017071,-0.17803612947374445
314,F,Stratum 2,39,42,65,4,35,71,36.666666666666664,48.666666666666664,1,-1.1530014234785029,-1.2560901163730194
315,F,Stratum 3,67,68,65,97,89,85,90.33333333333333,66.66666666666667,1,1.2002280395676999,0.5631259865195071
316,F,Stratum 3,51,57,60,76,68,62,68.66666666666667,56.0,1,0.25016645510805324,-0.5149280003797679
317,F,Stratum 3,50,52,54,18,15,79,37.333333333333336,52.0,1,-1.1237687593412828,-0.9191982454669959
318,F,Stratum 3,60,64,46,33,50,72,51.666666666666664,56.666666666666664,1,-0.49526648039105486,-0.44754962619856353
319,F,Stratum 3,87,71,90,79,83,97,86.33333333333333,82.66666666666667,1,1.0248320547443805,2.1802069668684187
320,M,Stratum 4,72,62,64,77,65,74,72.0,66.0,0,0.3963297757941526,0.4957476123383019
321,M,Stratum 3,64,64,60,92,94,40,75.33333333333333,62.666666666666664,0,0.5424930964802519,0.15885574143227837
322,F,Stratum 3,50,50,58,36,40,74,50.0,52.666666666666664,1,-0.5683481407341046,-0.8518198712857915
323,M,Stratum 4,74,68,53,16,12,55,27.666666666666668,65.0,0,-1.5476423893309716,0.3946800510664949
324,M,Stratum 4,70,64,78,94,45,88,75.66666666666667,70.66666666666667,0,0.5571094285488623,0.9673962316067349
325,M,Stratum 3,64,57,53,58,71,60,63.0,58.0,0,0.0016888099416837636,-0.312792877836154
326,M,Stratum 3,77,71,80,99,90,81,90.0,76.0,0,1.1856117074990902,1.5064232250563718
327,M,Stratum 2,68,66,57,46,80,40,55.333333333333336,63.666666666666664,0,-0.33448682763634513,0.25992330270408537
328,M,Stratum 2,35,37,54,7,38,41,28.666666666666668,42.0,0,-1.5037933931251417,-1.9298738581850658
329,M,Stratum 2,46,37,42,4,19,68,30.333333333333332,41.666666666666664,0,-1.4307117327820917,-1.9635630452756683
330,M,Stratum 2,39,46,38,26,37,11,24.666666666666668,41.0,0,-1.6791893779484612,-2.0309414194568727
331,M,Stratum 2,47,55,67,66,61,82,69.66666666666667,56.333333333333336,0,0.29401545131388307,-0.4812388132891654
332,M,Stratum 1,59,53,49,54,35,44,44.333333333333336,53.666666666666664,0,-0.8168257859004737,-0.7507523100139845
333,F,Stratum 4,79,74,80,49,78,93,73.33333333333333,77.66666666666667,1,0.4547951040685922,1.674869160509384
334,M,Stratum 2,74,62,64,4,26,88,39.333333333333336,66.66666666666667,0,-1.036070766929623,0.5631259865195071
335,M,Stratum 4,62,61,65,34,78,86,66.0,62.666666666666664,0,0.13323579855917336,0.15885574143227837
336,M,Stratum 2,74,66,82,56,87,93,78.66666666666667,74.0,0,0.688656417166352,1.3042881025127577
337,M,Stratum 2,68,62,62,66,5,63,44.666666666666664,64.0,0,-0.8022094538318639,0.2936124897946879
338,F,Stratum 4,71,64,52,74,59,56,63.0,62.333333333333336,1,0.0016888099416837636,0.1251665543416765
339,M,Stratum 2,59,61,62,77,76,92,81.66666666666667,60.666666666666664,0,0.8202034057838415,-0.043279381111335606
340,F,Stratum 4,52,52,49,73,28,40,47.0,51.0,1,-0.6998951293515941,-1.0202658067388028
341,M,Stratum 4,36,38,49,40,8,72,40.0,41.0,0,-1.0068381027924032,-2.0309414194568727
342,F,Stratum 2,57,57,55,26,40,49,38.333333333333336,56.333333333333336,1,-1.079919763135453,-0.4812388132891654
343,M,Stratum 4,64,69,48,62,84,59,68.33333333333333,60.333333333333336,0,0.23555012303944284,-0.07696856820193745
344,M,Stratum 2,79,69,78,89,93,87,89.66666666666667,75.33333333333333,0,1.1709953754304805,1.4390448508751665
345,M,Stratum 3,53,47,53,57,60,54,57.0,51.0,0,-0.26140516729329544,-1.0202658067388028
346,F,Stratum 2,62,64,65,12,14,81,35.666666666666664,63.666666666666664,1,-1.1968504196843328,0.25992330270408537
347,F,Stratum 1,57,69,58,68,69,84,73.66666666666667,61.333333333333336,1,0.46941143613720254,0.02409899306986953
348,F,Stratum 1,43,47,45,24,35,22,27.0,45.0,1,-1.5768750534681915,-1.6266711743696447
349,F,Stratum 2,66,69,54,83,64,3,50.0,63.0,1,-0.5683481407341046,0.19254492852288094
350,M,Stratum 3,64,64,78,90,62,96,82.66666666666667,68.66666666666667,0,0.8640524019896714,0.765261109063121
351,M,Stratum 1,66,74,67,99,96,82,92.33333333333333,69.0,0,1.2879260319793597,0.7989502961537228
352,M,Stratum 2,67,57,62,54,4,71,43.0,62.0,0,-0.8752911141749136,0.09147736725107394
353,M,Stratum 2,58,57,46,12,27,37,25.333333333333332,53.666666666666664,0,-1.6499567138112412,-0.7507523100139845
354,M,Stratum 2,68,62,68,89,10,89,62.666666666666664,66.0,0,-0.012927522126926296,0.4957476123383019
355,M,Stratum 2,68,81,71,72,69,78,73.0,73.33333333333333,0,0.44017877199998245,1.2369097283315527
356,M,Stratum 2,54,52,48,41,34,67,47.333333333333336,51.333333333333336,0,-0.685278797282984,-0.9865766196482003
357,M,Stratum 2,67,69,50,79,87,73,79.66666666666667,62.0,0,0.7325054133721818,0.09147736725107394
358,F,Stratum 3,64,50,59,81,57,65,67.66666666666667,57.666666666666664,1,0.20631745890222336,-0.34648206492675654
359,F,Stratum 1,59,69,64,71,15,52,46.0,64.0,1,-0.743744125557424,0.2936124897946879
360,M,Stratum 2,49,48,68,63,5,80,49.333333333333336,55.0,0,-0.5975808048713244,-0.615995561651575
361,F,Stratum 3,64,65,68,40,81,77,66.0,65.66666666666667,1,0.13323579855917336,0.4620584252477
362,F,Stratum 2,54,50,57,51,20,44,38.333333333333336,53.666666666666664,1,-1.079919763135453,-0.7507523100139845
363,F,Stratum 3,85,66,68,86,92,90,89.33333333333333,73.0,1,1.1563790433618701,1.2032205412409507
364,F,Stratum 2,57,64,57,84,87,76,82.33333333333333,59.333333333333336,1,0.849436069921061,-0.17803612947374445
365,M,Stratum 1,49,50,50,15,12,50,25.666666666666668,49.666666666666664,0,-1.6353403817426313,-1.1550225551012125
366,M,Stratum 2,51,57,52,63,97,56,72.0,53.333333333333336,0,0.3963297757941526,-0.7844414971045863
367,M,Stratum 2,57,62,48,53,17,24,31.333333333333332,55.666666666666664,0,-1.386862736576262,-0.5486171874703706
368,F,Stratum 1,43,50,45,40,38,18,32.0,46.0,1,-1.3576300724390422,-1.5256036130978379
369,F,Stratum 3,54,50,60,57,38,53,49.333333333333336,54.666666666666664,1,-0.5975808048713244,-0.6496847487421775
370,M,Stratum 2,52,61,55,4,82,65,50.333333333333336,56.0,0,-0.5537318086654944,-0.5149280003797679
371,F,Stratum 2,56,56,53,82,55,25,54.0,55.0,1,-0.39295215591078503,-0.615995561651575
372,F,Stratum 1,59,55,59,69,62,57,62.666666666666664,57.666666666666664,1,-0.012927522126926296,-0.34648206492675654
373,F,Stratum 2,62,68,52,93,53,72,72.66666666666667,60.666666666666664,1,0.4255624399313727,-0.043279381111335606
374,F,Stratum 2,58,57,46,41,36,39,38.666666666666664,53.666666666666664,1,-1.0653034310668432,-0.7507523100139845
375,F,Stratum 4,100,77,75,87,91,96,91.33333333333333,84.0,1,1.2440770357735298,2.3149637152308276
376,M,Stratum 4,50,55,60,91,65,69,75.0,55.0,0,0.5278767644116422,-0.615995561651575
377,M,Stratum 4,70,66,82,62,54,98,71.33333333333333,72.66666666666667,0,0.36709711165693243,1.169531354150349
378,M,Stratum 2,79,77,73,100,95,89,94.66666666666667,76.33333333333333,0,1.3902403564596297,1.5401124121469736
379,M,Stratum 4,87,81,78,99,100,98,99.0,82.0,0,1.580252673351559,2.1128285926872135
380,M,Stratum 3,52,53,42,36,28,40,34.666666666666664,49.0,0,-1.2406994158901625,-1.222400929282417
381,F,Stratum 3,64,59,58,98,91,53,80.66666666666667,60.333333333333336,1,0.7763544095780116,-0.07696856820193745
382,F,Stratum 3,62,61,53,88,65,71,74.66666666666667,58.666666666666664,1,0.5132604323430324,-0.24541450365494957
383,F,Stratum 4,67,60,75,92,52,86,76.66666666666667,67.33333333333333,1,0.6009584247546922,0.6305043607007107
384,F,Stratum 3,55,53,54,68,4,35,35.666666666666664,54.0,1,-1.1968504196843328,-0.7170631229233819
385,F,Stratum 3,58,59,57,60,25,79,54.666666666666664,58.0,1,-0.3637194917735652,-0.312792877836154
386,F,Stratum 2,56,57,54,43,10,53,35.333333333333336,55.666666666666664,1,-1.2114667517529425,-0.5486171874703706
387,F,Stratum 2,58,66,59,98,37,83,72.66666666666667,61.0,1,0.4255624399313727,-0.009590194020733038
388,M,Stratum 4,52,55,49,34,46,35,38.333333333333336,52.0,0,-1.079919763135453,-0.9191982454669959
389,M,Stratum 3,64,72,62,82,90,74,82.0,66.0,0,0.8348197378524512,0.4957476123383019
390,M,Stratum 1,59,55,53,28,48,77,51.0,55.666666666666664,0,-0.5244991445282746,-0.5486171874703706
391,M,Stratum 3,64,59,54,96,84,66,82.0,59.0,0,0.8348197378524512,-0.211725316564347
392,F,Stratum 2,51,45,49,54,64,20,46.0,48.333333333333336,1,-0.743744125557424,-1.2897793034636214
393,F,Stratum 3,62,72,71,78,78,79,78.33333333333333,68.33333333333333,1,0.6740400850977415,0.7315719219725177
394,M,Stratum 3,57,60,57,85,80,10,58.333333333333336,58.0,0,-0.2029398390188555,-0.312792877836154
395,F,Stratum 2,54,49,64,53,7,94,51.333333333333336,55.666666666666664,1,-0.5098828124596646,-0.5486171874703706
396,F,Stratum 3,43,47,55,62,20,64,48.666666666666664,48.333333333333336,1,-0.6268134690085444,-1.2897793034636214
397,M,Stratum 3,57,48,50,18,12,65,31.666666666666668,51.666666666666664,0,-1.3722464045076521,-0.9528874325575984
398,F,Stratum 3,68,57,62,50,28,77,51.666666666666664,62.333333333333336,1,-0.49526648039105486,0.1251665543416765
399,M,Stratum 3,52,52,48,33,34,26,31.0,50.666666666666664,0,-1.401479068644872,-1.0539549938294055
400,F,Stratum 2,62,57,43,33,75,47,51.666666666666664,54.0,1,-0.49526648039105486,-0.7170631229233819
401,F,Stratum 3,55,55,48,68,68,71,69.0,52.666666666666664,1,0.264782787176663,-0.8518198712857915
402,M,Stratum 2,62,57,57,87,90,51,76.0,58.666666666666664,0,0.571725760617472,-0.24541450365494957
403,M,Stratum 1,62,59,52,45,52,57,51.333333333333336,57.666666666666664,0,-0.5098828124596646,-0.34648206492675654
404,F,Stratum 1,49,57,65,4,62,35,33.666666666666664,57.0,1,-1.2845484120959925,-0.413860439107961
405,F,Stratum 2,66,69,63,98,79,58,78.33333333333333,66.0,1,0.6740400850977415,0.4957476123383019
406,F,Stratum 1,60,53,67,66,20,63,49.666666666666664,60.0,1,-0.5829644728027146,-0.11065775529254003
407,M,Stratum 1,74,57,52,90,71,60,73.66666666666667,61.0,0,0.46941143613720254,-0.009590194020733038
408,M,Stratum 2,46,42,37,15,38,12,21.666666666666668,41.666666666666664,0,-1.8107363665659508,-1.9635630452756683
409,F,Stratum 1,56,52,54,64,21,30,38.333333333333336,54.0,1,-1.079919763135453,-0.7170631229233819
410,M,Stratum 2,48,57,50,72,56,31,53.0,51.666666666666664,0,-0.4368011521166149,-0.9528874325575984
411,M,Stratum 1,51,48,34,16,41,29,28.666666666666668,44.333333333333336,0,-1.5037933931251417,-1.6940495485508493
412,M,Stratum 1,62,60,64,52,10,68,43.333333333333336,62.0,0,-0.8606747821063035,0.09147736725107394
413,M,Stratum 2,41,46,43,3,3,20,8.666666666666666,43.333333333333336,0,-2.380773317241739,-1.7951171098226562
414,F,Stratum 1,54,48,55,1,20,59,26.666666666666668,52.333333333333336,1,-1.5914913855368016,-0.8855090583763934
415,F,Stratum 3,70,72,73,71,87,85,81.0,71.66666666666667,1,0.7909707416466214,1.0684637928785419
416,M,Stratum 3,67,66,34,61,71,37,56.333333333333336,55.666666666666664,0,-0.29063783143051525,-0.5486171874703706
417,M,Stratum 3,59,57,50,31,8,19,19.333333333333332,55.333333333333336,0,-1.9130506910462204,-0.5823063745609723
418,M,Stratum 2,60,57,49,76,50,48,58.0,55.333333333333336,0,-0.21755617108746558,-0.5823063745609723
419,F,Stratum 3,52,50,46,39,27,49,38.333333333333336,49.333333333333336,1,-1.079919763135453,-1.1887117421918143
420,F,Stratum 3,72,66,62,44,63,94,67.0,66.66666666666667,1,0.17708479476500325,0.5631259865195071
421,M,Stratum 3,60,53,49,17,22,35,24.666666666666668,54.0,0,-1.6791893779484612,-0.7170631229233819
422,F,Stratum 3,87,68,78,91,88,97,92.0,77.66666666666667,1,1.2733096999107498,1.674869160509384
423,M,Stratum 3,79,62,75,62,37,86,61.666666666666664,72.0,0,-0.05677651833275616,1.1021529799691439
424,F,Stratum 1,62,66,64,66,88,38,64.0,64.0,1,0.04553780614751363,0.2936124897946879
425,M,Stratum 1,57,50,57,30,22,39,30.333333333333332,54.666666666666664,0,-1.4307117327820917,-0.6496847487421775
426,F,Stratum 2,70,68,64,93,85,83,87.0,67.33333333333333,1,1.0540647188816006,0.6305043607007107
427,F,Stratum 1,70,66,54,69,65,59,64.33333333333333,63.333333333333336,1,0.06015413821612338,0.2262341156134835
428,M,Stratum 3,64,68,57,18,54,74,48.666666666666664,63.0,0,-0.6268134690085444,0.19254492852288094
429,M,Stratum 2,66,74,63,91,80,74,81.66666666666667,67.66666666666667,0,0.8202034057838415,0.664193547791314
430,M,Stratum 3,62,57,59,49,40,62,50.333333333333336,59.333333333333336,0,-0.5537318086654944,-0.17803612947374445
431,M,Stratum 2,57,66,42,43,83,56,60.666666666666664,55.0,0,-0.10062551453858604,-0.615995561651575
432,F,Stratum 2,58,55,42,36,71,38,48.333333333333336,51.666666666666664,1,-0.6414298010771542,-0.9528874325575984
433,F,Stratum 2,52,50,49,16,32,56,34.666666666666664,50.333333333333336,1,-1.2406994158901625,-1.0876441809200073
434,F,Stratum 2,77,81,60,79,37,74,63.333333333333336,72.66666666666667,1,0.016305142010293823,1.169531354150349
435,M,Stratum 2,70,89,45,48,90,72,70.0,68.0,0,0.30863178338249286,0.6978827348819159
436,M,Stratum 3,68,64,57,19,37,72,42.666666666666664,63.0,0,-0.8899074462435237,0.19254492852288094
