,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,COL_GRADE_AVG,HI_GRADE_AVG,GENDER_bin
1759,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,53,64,64,61,49,97,74,97,67,74,81.8,58.2,0
1760,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,39,52,49,43,52,16,14,15,17,17,15.8,47.0,0
1761,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,57,57,57,52,52,38,12,40,42,59,38.2,55.0,1
1762,M,Stratum_2,PRIVATE,ACADEMIC,66,56,60,55,57,98,59,72,80,57,73.2,58.8,0
1763,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,37,45,48,42,43,32,2,4,3,2,8.6,43.0,0
1764,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,74,68,68,78,82,87,79,93,93,100,90.4,74.0,0
1765,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,59,70,62,62,58,79,91,35,66,3,54.8,62.2,0
1766,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,84,64,72,79,65,89,97,90,91,24,78.2,72.8,0
1767,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,46,54,53,50,49,44,1,33,9,15,20.4,50.4,0
1768,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,54,41,50,58,48,69,66,25,47,42,49.8,50.2,0
1769,M,Stratum_2,PUBLIC,TECHNICAL,77,56,66,69,57,96,78,61,79,48,72.4,65.0,0
1770,M,Stratum_2,PUBLIC,TECHNICAL,58,52,57,59,49,62,3,12,83,96,51.2,55.0,0
1771,M,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,72,59,66,71,65,86,83,88,76,9,68.4,66.6,0
1772,M,Stratum_4,PRIVATE,ACADEMIC,65,62,59,48,59,84,66,87,66,10,62.6,58.6,0
1773,F,Stratum_4,PRIVATE,ACADEMIC,52,54,56,51,64,20,33,51,89,4,39.4,55.4,1
1774,M,Stratum_4,PRIVATE,ACADEMIC,99,85,89,75,80,100,97,100,98,50,89.0,85.6,0
1775,M,Stratum_3,PRIVATE,ACADEMIC,58,62,69,58,48,91,78,83,69,87,81.6,59.0,0
1776,F,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,44,51,48,55,48,31,4,15,58,54,32.4,49.2,1
1777,F,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,68,53,48,71,58,96,79,15,74,93,71.4,59.6,1
1778,F,Stratum_6,PRIVATE,ACADEMIC,66,53,61,67,75,49,72,71,91,71,70.8,64.4,1
1779,F,Stratum_6,PRIVATE,ACADEMIC,62,59,59,65,70,84,98,76,71,73,80.4,63.0,1
1780,M,Stratum_3,PRIVATE,ACADEMIC,86,68,66,100,68,98,74,78,80,76,81.2,77.6,0
1781,M,Stratum_3,PRIVATE,ACADEMIC,73,60,66,77,62,94,96,83,79,30,76.4,67.6,0
1782,M,Stratum_3,PRIVATE,ACADEMIC,77,67,64,77,76,82,52,39,94,92,71.8,72.2,0
1783,M,Stratum_3,PRIVATE,ACADEMIC,89,70,61,72,76,91,77,74,90,54,77.2,73.6,0
1784,M,Stratum_5,PRIVATE,ACADEMIC,64,62,64,62,78,22,90,85,98,19,62.8,66.0,0
1785,F,Stratum_2,PRIVATE,ACADEMIC,88,100,77,83,70,97,96,98,89,79,91.8,83.6,1
1786,M,Stratum_3,PRIVATE,ACADEMIC,49,52,52,51,46,26,27,15,24,66,31.6,50.0,0
1787,M,Stratum_3,PUBLIC,ACADEMIC,54,49,53,46,39,28,36,44,44,1,30.6,48.2,0
1788,F,Stratum_2,PUBLIC,ACADEMIC,47,57,50,45,45,21,56,18,3,94,38.4,48.8,1
1789,F,Stratum_3,PUBLIC,ACADEMIC,73,67,62,77,78,86,88,10,88,89,72.2,71.4,1
1790,M,Stratum_2,PUBLIC,ACADEMIC,59,36,44,56,62,96,6,28,78,0,41.6,51.4,0
1791,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,60,54,52,56,53,57,46,45,75,53,55.2,55.0,1
1792,F,Stratum_3,PUBLIC,TECHNICAL,55,50,50,48,59,36,42,27,32,44,36.2,52.4,1
1793,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,60,48,52,54,64,96,80,29,96,13,62.8,55.6,1
1794,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,47,49,52,52,50,39,2,2,24,52,23.8,50.0,1
1795,M,Stratum_1,PUBLIC,ACADEMIC,62,64,72,69,60,90,84,55,64,46,67.8,65.4,0
1796,M,Stratum_1,PRIVATE,ACADEMIC,64,60,60,58,52,93,59,82,78,89,80.2,58.8,0
1797,M,Stratum_4,PRIVATE,ACADEMIC,69,62,66,72,82,62,5,83,94,8,50.4,70.2,0
1798,M,Stratum_6,PRIVATE,ACADEMIC,58,46,61,51,64,70,15,46,74,5,42.0,56.0,0
1799,F,Stratum_4,PRIVATE,ACADEMIC,100,98,90,100,90,100,97,99,100,35,86.2,95.6,1
1800,F,Stratum_2,PUBLIC,TECHNICAL,42,53,59,40,46,31,57,24,38,98,49.6,48.0,1
1801,F,Stratum_1,PUBLIC,TECHNICAL,53,52,50,65,58,93,66,3,32,45,47.8,55.6,1
1802,M,Stratum_2,PUBLIC,ACADEMIC,35,41,35,42,45,16,25,36,27,16,24.0,39.6,0
1803,F,Stratum_3,PUBLIC,ACADEMIC,47,53,58,54,43,41,24,2,19,50,27.2,51.0,1
1804,M,Stratum_4,PRIVATE,ACADEMIC,64,45,49,59,70,53,46,40,71,14,44.8,57.4,0
1805,F,Stratum_4,PRIVATE,ACADEMIC,87,64,66,81,73,99,69,81,79,96,84.8,74.2,1
1806,M,Stratum_4,PRIVATE,ACADEMIC,64,54,48,61,58,59,39,31,45,48,44.4,57.0,0
1807,M,Stratum_4,PRIVATE,ACADEMIC,76,58,62,67,65,76,80,49,59,92,71.2,65.6,0
1808,M,Stratum_4,PRIVATE,ACADEMIC,68,62,64,69,60,98,65,61,64,39,65.4,64.6,0
1809,M,Stratum_3,PRIVATE,ACADEMIC,78,77,72,85,75,98,93,99,95,73,91.6,77.4,0
1810,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,72,79,66,80,82,88,83,43,89,14,63.4,75.8,1
1811,M,Stratum_1,PUBLIC,ACADEMIC,61,60,55,64,65,90,67,73,94,48,74.4,61.0,0
1812,M,Stratum_5,PRIVATE,ACADEMIC,77,62,66,77,75,99,93,85,98,74,89.8,71.4,0
1813,F,Stratum_3,PUBLIC,TECHNICAL,59,74,68,67,65,81,88,51,75,35,66.0,66.6,1
1814,F,Stratum_1,PUBLIC,TECHNICAL,62,50,53,55,52,50,60,78,16,96,60.0,54.4,1
1815,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,56,49,53,64,53,89,22,24,21,33,37.8,55.0,1
1816,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,59,60,57,60,54,94,75,25,73,91,71.6,58.0,1
1817,M,Stratum_1,PUBLIC,ACADEMIC,74,62,53,63,65,90,84,74,96,87,86.2,63.4,0
1818,F,Stratum_2,PUBLIC,ACADEMIC,52,57,50,45,52,32,68,47,4,26,35.4,51.2,1
1819,M,Stratum_2,PRIVATE,ACADEMIC,70,64,64,85,67,98,92,92,81,95,91.6,70.0,0
1820,M,Stratum_3,PRIVATE,ACADEMIC,79,64,53,75,73,89,90,87,94,0,72.0,68.8,0
1821,M,Stratum_3,PRIVATE,ACADEMIC,59,49,59,59,57,67,18,39,48,64,47.2,56.6,0
1822,F,Stratum_1,PUBLIC,TECHNICAL,62,52,52,50,45,40,28,45,43,17,34.6,52.2,1
1823,F,Stratum_2,PRIVATE,ACADEMIC,53,59,60,59,65,69,88,70,82,80,77.8,59.2,1
1824,M,Stratum_1,PRIVATE,ACADEMIC,51,53,48,45,49,52,40,61,72,80,61.0,49.2,0
1825,M,Stratum_3,PRIVATE,ACADEMIC,50,54,52,55,58,36,51,6,32,42,33.4,53.8,0
1826,F,Stratum_3,PRIVATE,ACADEMIC,46,50,53,54,53,20,79,85,47,64,59.0,51.2,1
1827,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,62,52,45,53,48,93,50,14,31,6,38.8,52.0,0
1828,M,Stratum_6,PRIVATE,ACADEMIC,76,74,74,83,75,93,88,95,95,58,85.8,76.4,0
1829,M,Stratum_5,PRIVATE,ACADEMIC,67,57,55,63,73,81,67,79,94,75,79.2,63.0,0
1830,M,Stratum_5,PRIVATE,ACADEMIC,56,53,59,57,59,58,9,28,53,21,33.8,56.8,0
1831,M,Stratum_5,PRIVATE,ACADEMIC,85,76,69,100,95,99,72,96,93,59,83.8,85.0,0
1832,M,Stratum_4,PRIVATE,ACADEMIC,71,60,66,79,90,99,96,73,92,88,89.6,73.2,0
1833,M,Stratum_6,PRIVATE,ACADEMIC,75,67,64,72,65,58,59,67,87,83,70.8,68.6,0
1834,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,53,54,55,47,46,86,39,65,73,90,70.6,51.0,1
1835,F,Stratum_1,PRIVATE,ACADEMIC,70,54,58,59,49,82,75,92,47,93,77.8,58.0,1
1836,M,Stratum_1,PUBLIC,ACADEMIC,51,51,43,45,38,23,1,22,52,80,35.6,45.6,0
1837,M,Stratum_2,PRIVATE,ACADEMIC,64,62,59,59,70,68,65,31,89,29,56.4,62.8,0
1838,M,Stratum_2,PRIVATE,ACADEMIC,64,56,56,58,59,67,32,24,68,93,56.8,58.6,0
1839,M,Stratum_3,PRIVATE,ACADEMIC,79,74,59,60,71,95,85,18,90,46,66.8,68.6,0
1840,M,Stratum_2,PRIVATE,ACADEMIC,64,50,49,69,49,85,28,61,39,30,48.6,56.2,0
1841,M,Stratum_3,PRIVATE,ACADEMIC,71,60,62,60,70,91,57,65,98,26,67.4,64.6,0
1842,F,Stratum_3,PRIVATE,ACADEMIC,59,62,55,61,49,35,32,48,60,30,41.0,57.2,1
1843,M,Stratum_3,PRIVATE,ACADEMIC,66,70,64,70,62,89,63,34,66,88,68.0,66.4,0
1844,M,Stratum_3,PRIVATE,ACADEMIC,76,54,65,70,58,92,51,62,39,36,56.0,64.6,0
1845,F,Stratum_3,PUBLIC,ACADEMIC,47,43,45,44,58,22,16,21,74,58,38.2,47.4,1
1846,M,Stratum_1,PUBLIC,ACADEMIC,77,64,64,74,65,98,65,71,73,81,77.6,68.8,0
1847,M,Stratum_3,PRIVATE,ACADEMIC,64,60,65,58,50,85,76,80,88,23,70.4,59.4,0
1848,F,Stratum_2,PRIVATE,ACADEMIC,80,66,83,92,78,98,99,100,100,62,91.8,79.8,1
1849,F,Stratum_3,PRIVATE,ACADEMIC,64,56,58,72,60,59,54,67,80,31,58.2,62.0,1
1850,M,Stratum_2,PRIVATE,ACADEMIC,51,48,47,50,48,66,21,25,44,50,41.2,48.8,0
1851,M,Stratum_3,PRIVATE,ACADEMIC,72,66,69,72,65,99,100,95,72,97,92.6,68.8,0
1852,M,Stratum_3,PRIVATE,ACADEMIC,42,51,50,44,49,50,25,44,50,85,50.8,47.2,0
1853,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,55,62,58,52,92,47,27,82,40,57.6,58.2,0
1854,M,Stratum_3,PUBLIC,ACADEMIC,56,62,59,50,62,93,31,54,76,15,53.8,57.8,0
1855,F,Stratum_2,PUBLIC,ACADEMIC,59,67,60,59,59,89,73,22,73,93,70.0,60.8,1
1856,M,Stratum_3,PUBLIC,ACADEMIC,56,38,35,45,40,59,7,6,2,10,16.8,42.8,0
1857,M,Stratum_2,PUBLIC,ACADEMIC,54,55,49,51,58,88,24,2,62,73,49.8,53.4,0
1858,M,Stratum_2,PUBLIC,ACADEMIC,76,69,71,70,68,98,97,83,96,86,92.0,70.8,0
1859,M,Stratum_3,PUBLIC,ACADEMIC,66,51,56,57,46,95,63,58,20,8,48.8,55.2,0
1860,F,Stratum_3,PUBLIC,TECHNICAL,57,62,55,58,62,84,69,21,74,11,51.8,58.8,1
1861,F,Stratum_2,PUBLIC,TECHNICAL,61,49,55,54,58,84,88,75,75,46,73.6,55.4,1
1862,F,Stratum_2,PUBLIC,TECHNICAL,49,43,48,44,42,54,59,37,37,31,43.6,45.2,1
1863,M,Stratum_2,PUBLIC,TECHNICAL,53,58,53,51,54,66,35,39,57,63,52.0,53.8,0
1864,F,Stratum_1,PUBLIC,ACADEMIC,47,51,49,40,38,7,9,56,30,15,23.4,45.0,1
1865,M,Stratum_1,PUBLIC,ACADEMIC,57,54,48,72,34,73,82,69,33,2,51.8,53.0,0
1866,M,Stratum_3,PRIVATE,ACADEMIC,62,68,64,73,82,84,98,78,81,39,76.0,69.8,0
1867,F,Stratum_1,PUBLIC,ACADEMIC,55,58,62,58,52,49,84,90,64,82,73.8,57.0,1
1868,F,Stratum_2,PUBLIC,ACADEMIC,70,64,58,75,73,65,71,87,94,66,76.6,68.0,1
1869,M,Stratum_1,PRIVATE,TECHNICAL,66,67,66,72,59,89,67,39,64,74,66.6,66.0,0
1870,F,Stratum_1,PRIVATE,TECHNICAL,47,51,47,56,42,42,19,36,27,80,40.8,48.6,1
1871,M,Stratum_1,PUBLIC,TECHNICAL,74,67,69,71,67,87,54,82,94,94,82.2,69.6,0
1872,F,Stratum_3,PUBLIC,ACADEMIC,49,49,51,58,54,76,48,68,76,50,63.6,52.2,1
1873,F,Stratum_3,PUBLIC,ACADEMIC,66,79,82,77,85,93,81,83,91,92,88.0,77.8,1
1874,F,Stratum_3,PUBLIC,ACADEMIC,60,44,43,51,53,61,7,35,51,23,35.4,50.2,1
1875,M,Stratum_3,PRIVATE,ACADEMIC,53,50,53,45,48,21,27,3,32,53,27.2,49.8,0
1876,M,Stratum_3,PRIVATE,ACADEMIC,74,74,89,83,76,94,98,91,99,72,90.8,79.2,0
1877,M,Stratum_3,PRIVATE,ACADEMIC,61,67,66,62,67,51,71,42,95,31,58.0,64.6,0
1878,M,Stratum_3,PRIVATE,ACADEMIC,55,67,68,65,57,78,81,77,85,59,76.0,62.4,0
1879,M,Stratum_3,PRIVATE,ACADEMIC,61,64,57,52,53,4,2,16,2,2,5.2,57.4,0
1880,M,Stratum_4,PRIVATE,ACADEMIC,51,54,50,47,43,51,35,46,8,45,37.0,49.0,0
1881,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,62,50,47,50,41,81,21,21,46,57,45.2,50.0,1
1882,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,52,39,42,41,48,45,23,14,59,30,34.2,44.4,1
1883,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,59,52,53,48,53,24,16,39,64,5,29.6,53.0,1
1884,F,Stratum_1,PUBLIC,TECHNICAL,49,41,40,50,43,63,23,22,10,39,31.4,44.6,1
1885,M,Stratum_1,PRIVATE,ACADEMIC,47,45,47,40,48,43,20,18,28,73,36.4,45.4,0
1886,F,Stratum_1,PUBLIC,ACADEMIC,57,62,60,64,58,77,69,69,88,42,69.0,60.2,1
1887,F,Stratum_3,PRIVATE,ACADEMIC,55,58,62,55,48,71,18,27,68,67,50.2,55.6,1
1888,M,Stratum_4,PRIVATE,ACADEMIC,54,53,57,47,45,56,43,39,27,63,45.6,51.2,0
1889,M,Stratum_2,PUBLIC,ACADEMIC,69,67,68,70,71,95,82,64,79,22,68.4,69.0,0
1890,F,Stratum_1,PUBLIC,ACADEMIC,50,62,64,56,49,74,60,36,55,59,56.8,56.2,1
1891,F,Stratum_2,PRIVATE,TECHNICAL,66,60,65,72,58,97,46,68,82,34,65.4,64.2,1
1892,M,Stratum_3,PUBLIC,ACADEMIC,47,51,57,48,54,49,70,49,20,33,44.2,51.4,0
1893,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,46,46,46,40,38,20,24,4,24,18,18.0,43.2,0
1894,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,62,54,57,73,55,56,26,55,34,5,35.2,60.2,0
1895,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,53,58,48,54,42,26,12,6,23,83,30.0,51.0,1
1896,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,80,62,62,67,59,99,87,84,68,79,83.4,66.0,1
1897,M,Stratum_1,PUBLIC,TECHNICAL,54,55,55,48,52,52,46,75,58,34,53.0,52.8,0
1898,M,Stratum_2,PUBLIC,TECHNICAL,71,70,61,77,65,69,57,55,84,15,56.0,68.8,0
1899,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,57,66,62,56,80,92,95,4,96,17,60.8,64.2,0
1900,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,58,79,76,69,67,75,98,54,78,100,81.0,69.8,1
1901,F,Stratum_2,PRIVATE,ACADEMIC,77,87,64,79,76,90,60,99,87,91,85.4,76.6,1
1902,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,58,56,53,61,41,88,71,35,57,8,51.8,53.8,0
1903,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,50,59,55,50,48,13,71,66,33,52,47.0,52.4,1
1904,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,56,62,53,50,43,56,92,91,49,2,58.0,52.8,0
1905,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,56,59,58,51,49,74,49,18,34,11,37.2,54.6,1
1906,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,52,45,56,48,54,65,50,63,22,11,42.2,51.0,1
1907,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,52,62,59,71,65,83,71,56,72,34,63.2,61.8,1
1908,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,56,51,61,55,43,65,61,54,49,74,60.6,53.2,1
1909,M,Stratum_1,PRIVATE,ACADEMIC,47,36,42,43,31,27,1,11,9,2,10.0,39.8,0
1910,M,Stratum_2,PRIVATE,ACADEMIC,47,46,42,51,40,45,12,40,32,49,35.6,45.2,0
1911,F,Stratum_2,PRIVATE,ACADEMIC,57,60,59,55,80,88,86,95,93,40,80.4,62.2,1
1912,M,Stratum_2,PRIVATE,ACADEMIC,46,41,40,38,46,38,48,8,4,55,30.6,42.2,0
1913,M,Stratum_2,PRIVATE,ACADEMIC,47,64,66,61,52,86,44,59,58,72,63.8,58.0,0
1914,M,Stratum_2,PRIVATE,ACADEMIC,72,64,66,69,80,94,62,70,93,9,65.6,70.2,0
1915,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,51,54,42,48,48,5,2,21,28,10,13.2,48.6,0
1916,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,51,53,56,51,46,50,27,26,68,34,41.0,51.4,0
1917,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,75,64,60,67,65,99,83,91,85,47,81.0,66.2,0
1918,M,Stratum_3,PUBLIC,ACADEMIC,70,52,53,66,71,91,54,59,78,29,62.2,62.4,0
1919,M,Stratum_2,PUBLIC,ACADEMIC,71,64,83,62,62,100,85,99,54,24,72.4,68.4,0
1920,M,Stratum_3,PRIVATE,ACADEMIC,67,59,62,59,64,90,76,80,81,54,76.2,62.2,0
1921,F,Stratum_3,PRIVATE,ACADEMIC,58,41,53,58,68,80,66,96,74,86,80.4,55.6,1
1922,F,Stratum_3,PRIVATE,ACADEMIC,66,70,66,61,64,87,92,69,65,53,73.2,65.4,1
1923,F,Stratum_3,PRIVATE,ACADEMIC,58,60,64,65,59,85,26,6,73,17,41.4,61.2,1
1924,F,Stratum_3,PRIVATE,ACADEMIC,61,64,64,56,59,64,64,60,75,87,70.0,60.8,1
1925,F,Stratum_3,PRIVATE,ACADEMIC,78,100,83,81,78,94,96,95,94,6,77.0,84.0,1
1926,F,Stratum_3,PRIVATE,ACADEMIC,46,62,53,51,60,34,46,14,82,67,48.6,54.4,1
1927,F,Stratum_3,PRIVATE,ACADEMIC,70,59,61,71,71,90,31,31,87,84,64.6,66.4,1
1928,F,Stratum_3,PRIVATE,ACADEMIC,66,70,77,72,62,93,94,85,95,39,81.2,69.4,1
1929,F,Stratum_3,PRIVATE,ACADEMIC,59,56,43,61,59,81,43,25,77,22,49.6,55.6,1
1930,M,Stratum_3,PRIVATE,ACADEMIC,53,50,52,53,57,59,59,66,48,20,50.4,53.0,0
1931,M,Stratum_1,PUBLIC,ACADEMIC,64,53,58,59,50,94,27,54,29,41,49.0,56.8,0
1932,M,Stratum_4,PRIVATE,ACADEMIC,73,74,64,75,60,78,57,32,75,92,66.8,69.2,0
1933,F,Stratum_3,PRIVATE,ACADEMIC,57,67,74,61,57,79,47,11,56,19,42.4,63.2,1
1934,M,Stratum_2,PUBLIC,ACADEMIC,69,62,66,64,76,96,94,99,97,59,89.0,67.4,0
1935,M,Stratum_2,PUBLIC,ACADEMIC,55,48,49,58,43,9,8,3,3,57,16.0,50.6,0
1936,F,Stratum_2,PRIVATE,ACADEMIC,64,60,45,61,58,88,88,22,55,76,65.8,57.6,1
1937,F,Stratum_5,PRIVATE,ACADEMIC,74,56,59,61,82,87,45,73,98,99,80.4,66.4,1
1938,M,Stratum_4,PRIVATE,ACADEMIC,79,66,69,77,65,93,73,91,49,5,62.2,71.2,0
1939,F,Stratum_5,PRIVATE,ACADEMIC,66,57,64,68,75,89,66,74,95,38,72.4,66.0,1
1940,M,Stratum_4,PRIVATE,ACADEMIC,60,59,53,59,53,73,57,63,56,54,60.6,56.8,0
1941,F,Stratum_3,PRIVATE,ACADEMIC,62,57,64,59,49,77,72,64,61,5,55.8,58.2,1
1942,M,Stratum_2,PUBLIC,ACADEMIC,51,44,45,50,39,29,27,48,25,31,32.0,45.8,0
1943,M,Stratum_3,PRIVATE,ACADEMIC,93,67,77,79,64,89,88,95,77,24,74.6,76.0,0
1944,M,Stratum_2,PRIVATE,ACADEMIC,74,72,71,75,59,77,64,62,56,70,65.8,70.2,0
1945,M,Stratum_3,PRIVATE,ACADEMIC,60,53,46,52,50,71,73,37,22,75,55.6,52.2,0
1946,M,Stratum_3,PRIVATE,ACADEMIC,71,67,62,81,67,98,100,95,89,55,87.4,69.6,0
1947,M,Stratum_3,PRIVATE,ACADEMIC,57,67,66,55,75,88,61,90,89,68,79.2,64.0,0
1948,M,Stratum_3,PRIVATE,ACADEMIC,57,60,58,65,62,88,55,6,72,51,54.4,60.4,0
1949,M,Stratum_2,PUBLIC,ACADEMIC,58,64,62,67,78,98,85,94,85,73,87.0,65.8,0
1950,M,Stratum_2,PRIVATE,ACADEMIC,50,52,53,58,48,67,75,57,47,72,63.6,52.2,0
1951,M,Stratum_2,PRIVATE,ACADEMIC,54,60,62,58,62,91,68,90,78,42,73.8,59.2,0
1952,M,Stratum_3,PRIVATE,ACADEMIC,73,60,63,64,60,100,80,81,90,7,71.6,64.0,0
1953,M,Stratum_1,PRIVATE,ACADEMIC,77,74,69,70,58,99,76,85,69,33,72.4,69.6,0
1954,M,Stratum_2,PRIVATE,ACADEMIC,70,62,69,77,58,100,31,28,57,78,58.8,67.2,0
1955,M,Stratum_4,PRIVATE,ACADEMIC,50,62,66,65,60,83,46,83,90,81,76.6,60.6,0
1956,F,Stratum_4,PRIVATE,ACADEMIC,52,62,59,62,57,90,45,94,93,99,84.2,58.4,1
1957,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,57,50,58,48,52,58,52,27,59,57,50.6,53.0,1
1958,F,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,54,57,53,51,46,43,61,32,15,88,47.8,52.2,1
1959,F,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,55,64,64,60,64,83,43,74,74,71,69.0,61.4,1
1960,F,Stratum_3,PRIVATE,ACADEMIC,62,64,64,66,64,71,71,70,67,67,69.2,64.0,1
1961,M,Stratum_3,PRIVATE,ACADEMIC,54,55,55,59,54,64,50,56,68,52,58.0,55.4,0
1962,M,Stratum_3,PRIVATE,ACADEMIC,88,100,82,92,76,99,97,97,93,96,96.4,87.6,0
1963,M,Stratum_3,PRIVATE,ACADEMIC,93,74,71,79,70,88,76,83,78,0,65.0,77.4,0
1964,F,Stratum_3,PRIVATE,ACADEMIC,80,74,74,86,85,98,96,93,89,100,95.2,79.8,1
1965,M,Stratum_2,PRIVATE,ACADEMIC,68,56,55,65,55,77,12,4,63,51,41.4,59.8,0
1966,F,Stratum_3,PRIVATE,ACADEMIC,64,72,69,65,71,72,92,10,90,92,71.2,68.2,1
1967,M,Stratum_2,PRIVATE,ACADEMIC,66,49,51,53,43,88,35,60,46,27,51.2,52.4,0
1968,M,Stratum_2,PRIVATE,ACADEMIC,61,60,60,61,50,50,42,68,70,31,52.2,58.4,0
1969,M,Stratum_3,PRIVATE,ACADEMIC,60,68,64,58,76,90,72,83,86,33,72.8,65.2,0
1970,M,Stratum_3,PRIVATE,ACADEMIC,66,67,66,64,62,100,72,95,79,20,73.2,65.0,0
1971,F,Stratum_3,PRIVATE,ACADEMIC,55,46,42,44,48,71,46,45,16,94,54.4,47.0,1
1972,F,Stratum_2,PUBLIC,ACADEMIC,57,62,55,50,48,76,19,52,43,27,43.4,54.4,1
1973,F,Stratum_2,PUBLIC,ACADEMIC,56,54,51,58,50,63,30,27,58,91,53.8,53.8,1
1974,M,Stratum_3,PUBLIC,ACADEMIC,59,56,62,55,42,30,36,56,53,45,44.0,54.8,0
1975,M,Stratum_2,PRIVATE,TECHNICAL,57,64,65,52,58,77,82,79,48,50,67.2,59.2,0
1976,M,Stratum_4,PRIVATE,TECHNICAL,61,57,58,65,49,88,10,78,82,44,60.4,58.0,0
1977,M,Stratum_2,PRIVATE,TECHNICAL,62,60,53,62,49,69,44,14,83,5,43.0,57.2,0
1978,M,Stratum_3,PRIVATE,TECHNICAL,62,62,55,64,73,91,52,94,82,90,81.8,63.2,0
1979,M,Stratum_3,PRIVATE,TECHNICAL,39,50,50,53,55,89,21,5,63,96,54.8,49.4,0
1980,M,Stratum_3,PRIVATE,TECHNICAL,45,47,49,52,57,43,2,62,75,16,39.6,50.0,0
1981,M,Stratum_3,PRIVATE,TECHNICAL,70,62,61,65,57,93,59,78,68,55,70.6,63.0,0
1982,M,Stratum_2,PRIVATE,TECHNICAL,76,74,68,71,70,99,92,91,93,66,88.2,71.8,0
1983,M,Stratum_3,PRIVATE,ACADEMIC,56,59,58,50,46,82,70,62,57,0,54.2,53.8,0
1984,M,Stratum_2,PUBLIC,ACADEMIC,75,68,66,75,57,90,99,100,90,85,92.8,68.2,0
1985,F,Stratum_2,PUBLIC,ACADEMIC,38,43,45,40,49,34,17,57,27,56,38.2,43.0,1
1986,M,Stratum_3,PUBLIC,ACADEMIC,50,52,50,43,55,88,42,12,50,36,45.6,50.0,0
1987,M,Stratum_2,PRIVATE,ACADEMIC,56,59,56,58,63,76,92,93,88,15,72.8,58.4,0
1988,M,Stratum_3,PRIVATE,ACADEMIC,67,71,59,63,55,76,78,88,66,40,69.6,63.0,0
1989,M,Stratum_4,PRIVATE,ACADEMIC,80,70,64,74,76,100,93,77,80,60,82.0,72.8,0
1990,M,Stratum_5,PRIVATE,ACADEMIC,64,58,69,58,67,83,75,100,84,65,81.4,63.2,0
1991,M,Stratum_2,PRIVATE,ACADEMIC,44,52,52,53,53,29,16,25,36,31,27.4,50.8,0
1992,M,Stratum_2,PRIVATE,ACADEMIC,69,64,65,67,78,97,69,33,94,80,74.6,68.6,0
1993,F,Stratum_3,PRIVATE,ACADEMIC,70,74,71,75,64,91,75,93,78,3,68.0,70.8,1
1994,F,Stratum_3,PRIVATE,ACADEMIC,56,67,69,71,73,78,93,64,81,37,70.6,67.2,1
1995,F,Stratum_3,PRIVATE,ACADEMIC,47,54,59,63,50,95,50,80,41,72,67.6,54.6,1
